77040,48
77372,49
77053,53
77508,49
78201,49
76865,49
77369,50
75572,50
80013,50
77360,50
77962,50
76463,51
75929,50
79611,48
77793,49
78432,46
76820,50
77811,50
78566,52
79449,46
79963,50
76225,48
78461,50
79646,46
78225,49
79011,49
78607,48
77056,49
77301,53
82531,46
78026,49
79507,53
76810,50
78198,50
76700,51
77289,53
78304,46
78836,50
78106,50
76451,51
76780,53
77623,48
78145,47
78553,52
79264,48
79272,55
78238,48
76123,51
78799,50
79530,49
77697,47
75560,50
77885,47
77210,47
80266,46
76642,48
77525,47
78624,51
77274,50
78073,49
75673,48
78344,48
77999,50
77736,49
79182,50
77638,50
78597,49
77668,49
79340,48
77532,48
76279,50
77208,50
76760,52
77639,51
78132,48
77064,51
75809,50
76941,50
76333,51
75748,49
78369,48
76568,51
77416,49
78601,50
77565,50
76924,51
77369,48
81434,50
78593,48
77712,48
77684,44
78289,48
79393,49
78287,51
78951,49
79891,46
79005,49
77158,49
78468,51
77440,50
78090,52
77444,49
76880,48
77683,51
78245,46
77325,51
76935,47
77910,50
78176,54
77671,51
80402,48
77979,50
78354,49
77447,51
78609,45
78319,51
77303,49
80531,48
77804,50
76136,50
79745,51
77692,49
78218,48
77663,50
77217,51
77779,50
78446,48
78170,49
79737,52
77643,50
79900,46
78733,51
80546,48
79125,51
78169,53
77420,49
77158,49
76723,48
78736,51
77057,48
75987,48
78889,50
81878,50
77888,49
76730,47
77368,53
77169,50
78705,49
79000,50
77890,51
78136,49
80156,49
78912,48
79435,53
79210,51
77957,51
78360,50
79672,49
76861,49
78316,51
78212,51
79520,48
78516,48
77550,51
80177,48
80843,48
78054,51
77496,47
78683,50
78232,52
78492,50
77619,50
77073,50
77568,48
76704,51
80834,50
80033,50
77387,50
78592,50
79587,50
78242,49
79174,48
77595,46
79103,49
76194,51
77305,49
77369,50
77196,49
77612,51
77930,49
77660,48
78568,50
78288,50
78787,50
76084,51
77608,48
78937,49
78609,50
76942,50
79301,51
78943,52
78279,48
77393,54
77776,48
78470,50
77990,50
79077,51
79688,47
77217,50
78216,50
77129,48
77228,48
77840,48
78750,52
79107,50
78929,46
76981,52
77607,52
78362,52
78128,51
78854,47
75616,50
77132,50
77922,47
79054,48
77561,50
78121,48
76855,50
77448,52
77921,49
76781,50
77491,49
77741,47
77857,47
75864,51
77399,51
77187,49
76182,52
78039,52
78140,49
76255,50
77835,51
78311,50
77271,49
78465,51
77203,50
77685,49
77991,50
78337,50
78690,47
79613,51
78440,51
80504,50
76245,51
78122,48
78196,47
77437,47
77640,49
77972,52
75405,48
78308,49
78494,50
78526,47
77163,48
78674,49
79144,50
78142,49
77348,50
77060,48
76978,49
78656,50
75625,50
75888,52
78505,51
78193,46
79239,47
78143,50
78512,48
77839,47
79310,49
77176,52
76962,51
77986,51
77864,49
78424,49
76674,49
78259,50
78051,48
79131,50
77611,50
79561,50
79799,47
77859,50
79077,49
78555,46
77014,47
80026,49
77988,52
78680,51
78354,52
78636,50
77823,49
79139,50
77039,51
78819,49
77860,49
78461,51
76373,47
78310,49
79521,50
78962,49
77237,51
78792,48
76712,49
77560,54
77683,49
78965,51
76868,49
78150,49
78123,51
77376,49
78415,49
78932,50
77770,50
76762,49
76017,46
75788,50
79224,50
79322,51
77809,48
77350,51
76873,47
78084,49
76467,47
77381,50
78108,51
77205,52
77761,48
77359,50
79219,49
78918,48
78188,50
78576,51
78062,49
77013,49
78675,53
76956,51
77086,53
78172,50
77122,49
76231,49
78158,51
77955,47
77435,49
76703,52
76351,47
79138,50
78046,52
77106,50
78315,52
77818,49
77651,52
78708,47
79091,48
77479,48
77322,46
79391,51
77452,53
80299,51
76554,48
77421,50
79758,50
77393,49
77358,48
77772,49
76288,49
79594,52
77542,49
77343,47
77871,48
76906,48
77715,49
77264,53
77800,49
79425,48
76723,49
79336,49
80015,48
77843,50
76781,49
78613,45
79294,48
77582,49
79810,50
78473,47
77235,49
77611,48
77754,51
76319,47
76363,47
81074,49
76352,49
78270,50
77427,48
76784,50
76534,47
76593,49
78896,49
79122,49
78830,51
76541,47
78253,50
78648,48
76391,49
76265,51
78034,51
79117,49
78513,52
76951,50
78851,46
77227,50
77662,53
79406,47
75806,51
78116,48
77219,50
76696,50
76868,47
76077,50
78106,50
77244,50
79070,50
76278,50
78418,49
77260,48
75927,50
78276,47
77754,49
78544,48
78146,47
77318,51
78190,48
75823,47
78288,50
77481,50
80316,49
77468,48
78833,49
77296,52
76564,52
76881,53
78136,49
79873,50
78147,47
76580,50
78412,51
78348,49
80171,51
76829,51
76599,51
76550,50
77682,45
79090,51
76110,50
79288,48
78279,50
76794,51
76663,46
76403,50
80047,50
78674,49
78143,50
76048,49
78279,51
77965,47
78618,52
79242,50
78197,50
77488,47
77527,49
76729,51
77127,49
76543,50
77648,48
76932,49
79798,51
78376,48
77910,49
77472,50
75968,47
78496,53
76399,50
80797,48
76841,53
81121,50
76261,50
79602,49
77670,52
79300,48
77148,49
78802,51
78554,48
79038,51
78368,49
78792,49
77500,50
77535,50
78107,49
76994,50
78556,49
78340,47
77015,51
76795,51
77041,47
78637,51
76507,49
77413,50
78226,49
79303,50
77159,52
77456,47
76056,49
76515,54
77843,49
78220,49
77625,55
76758,52
77348,48
77573,52
77220,48
77271,50
77314,51
78655,51
78933,47
78101,48
79786,50
77234,51
75779,51
78575,50
78400,46
77926,48
78726,46
77056,48
78412,49
76759,49
78010,50
77489,48
80410,51
78043,50
77457,50
77677,54
78842,50
77617,51
77901,47
77047,48
77588,49
79250,54
77528,50
77913,49
79575,48
79192,53
80128,49
77431,51
78379,50
77846,49
78258,51
78120,48
78109,52
78030,50
77817,51
79068,52
76838,50
77947,50
77792,48
77260,51
76104,48
77662,49
76188,51
76813,51
79059,49
78106,52
76769,51
76839,47
77494,51
77581,47
77592,51
76485,50
78690,48
78748,51
75937,48
77573,50
77606,53
77092,50
77032,48
77039,50
77525,49
79405,50
80107,52
78608,49
78012,47
78148,50
78480,49
76702,51
80081,47
75453,49
78389,49
77749,54
79086,48
77812,49
78962,50
77470,50
79172,46
78350,51
77151,49
80923,52
79923,48
78492,53
78851,49
78629,52
77786,49
76335,49
77912,47
75126,52
77330,50
78329,51
77421,46
78103,51
79102,47
79847,48
77372,47
77078,51
77781,47
79174,52
77199,49
79682,53
77560,51
76320,48
76216,49
79008,49
77813,50
77827,47
78200,51
78065,49
79643,49
78041,53
75759,48
79143,48
79331,49
77267,50
79572,50
80439,48
79237,54
80221,49
78465,48
77598,47
76146,49
77979,51
78247,46
76246,50
77769,50
79191,50
78201,49
76070,49
78962,52
77330,52
76980,51
79690,45
78415,50
79330,54
77452,52
80006,49
78368,52
78888,49
79066,48
78497,50
76753,47
76848,50
80009,47
79126,52
77983,47
77583,46
77634,51
78098,51
77331,48
77013,50
77320,47
78426,49
79160,52
76750,50
76813,50
78541,49
80145,47
78207,50
77484,50
78414,52
78171,48
77581,50
78161,51
77476,49
78783,48
77768,51
78252,50
77368,54
78900,47
78301,50
78252,49
77581,47
78376,51
77719,51
77500,52
80089,49
78021,52
79036,51
76920,51
78188,48
79093,50
80579,47
79525,49
78501,50
78716,51
75815,48
78828,51
78724,48
77483,49
78175,45
75604,50
76813,52
78276,50
77414,48
76568,51
78022,50
77275,51
77318,51
80778,49
79435,49
80007,48
77701,46
77652,50
79556,56
76757,49
77762,48
78265,50
78676,48
78475,51
79711,46
77823,50
76956,48
77468,49
76711,53
79924,47
77708,53
77856,54
77574,51
76471,51
78073,49
77218,50
76553,47
77535,51
77119,51
78799,49
78409,49
78163,51
77394,47
78557,48
77839,49
78374,48
77024,51
78854,52
76716,51
76789,47
78842,47
75419,52
77989,49
78069,49
79338,51
77093,53
75474,49
77702,49
76919,49
76321,48
76813,52
78863,48
80811,48
78580,50
77907,53
77688,52
78628,50
78050,52
79397,49
78055,53
76218,48
77001,50
76972,51
76639,48
76938,48
78761,51
75677,51
79296,45
76577,51
78052,51
78395,48
76949,50
77736,49
77280,50
81069,49
80520,47
79128,49
79366,50
78128,51
79299,47
77851,47
77277,46
77248,52
77763,51
78883,47
78013,52
78502,47
75976,48
78590,49
76819,49
77210,51
77599,51
79016,49
78747,51
75935,47
78292,49
78593,55
78376,47
77908,50
79119,49
76908,54
76983,49
77050,47
78822,51
78602,48
77352,49
78088,52
78644,50
75730,51
77239,48
76500,48
78052,49
77555,50
76761,48
79680,47
77427,50
78809,50
76979,46
78437,53
77907,50
79383,46
77514,50
77621,49
78497,48
77804,47
78035,50
78161,50
78005,49
78141,53
78271,49
76479,46
76620,53
77042,49
77969,51
77569,51
77741,48
77747,46
77914,48
78519,49
78035,51
79049,50
77478,49
75589,53
77377,47
76461,52
76952,48
76596,51
78075,49
77718,50
77913,52
76628,47
78665,51
77520,50
79809,51
78884,50
78128,54
76580,48
79677,46
76973,50
78784,51
78799,49
77472,51
79682,48
78752,51
76637,48
78750,48
78683,47
79758,49
76565,50
76786,49
79401,48
78477,49
79412,47
76324,48
77639,49
79966,47
77879,49
77753,50
81006,50
76925,51
76851,51
77251,48
77147,52
77963,49
80179,50
76752,50
79974,50
78149,48
78245,50
76649,47
78142,50
76738,47
77183,48
76618,47
76853,50
77687,49
76564,52
78642,48
78658,47
76925,49
79396,53
77282,50
77942,46
80633,50
78402,47
78214,48
76805,52
78468,51
77033,48
79845,52
78679,46
78433,51
76929,48
78320,48
75906,50
78794,49
77498,50
77946,51
76554,51
77806,46
79884,53
78165,47
77713,50
79407,50
77469,49
77686,50
79948,48
77020,47
77512,50
79170,46
77947,51
78045,50
77141,53
79631,49
77246,49
77159,49
78785,50
77034,51
79109,49
78284,49
79711,50
79238,51
78658,50
79907,50
77577,52
78462,49
77289,49
78016,50
76496,50
76642,49
78875,48
79764,46
77820,52
76963,51
77813,45
